Word1	Word2	Score
痛む	吸い込む	1.0127455794649978
近づく	突進する	1.1271924784469118
ささやく	促す	1.151096306094247
打ち勝つ	施行する	0.9903021457818691
窒息させる	危険にさらす	0.6999425505232859
吠える	キーキー鳴る	0.9270670791135299
解く	用心する	1.004922467411827
座る	突進する	0.9269543698796577
跡を追う	入る	0.767015397611569
逃げる	ぶらぶら歩く	0.8582517766328462
ピクピク動かす	出発する	0.89362819723641
寄り添う	お辞儀する	1.0269095843255442
覆う	隠す	0.4704299732835161
存在する	生じる	0.586932144040557
聴く	くじく	1.0435764499711497
狩る	しくじる	0.981860046920052
破壊する	消える	1.0555189600968027
再現する	突進する	1.1200233556131396
創造する	折りたたむ	0.9467585150544015
送る	与える	1.1362651559705488
生き残る	殴る	1.1471222918265342
悩ます	蹴る	0.8813218013414522
嘘をつく	咎める	0.7940630263000231
同意する	寄り添う	1.1536218816497013
吊す	織る	1.1869312742229274
後悔する	思う	1.0011027210435863
軽蔑する	ひっかく	0.8811389504783614
疲れさせる	泣く	0.8274312339325676
叩く	ぶつかる	0.4432577377171688
歩く	回す	1.163082345165202
咎める	逮捕する	0.9203899827488926
浪費する	飾る	1.0819546798785686
閉じる	投げる	0.9798420837061468
運転する	裂く	1.2028737978011041
含む	固定する	1.139724872201437
撃つ	軽蔑する	1.0636211256020145
試みる	予測する	0.8957465937811989
呼ぶ	知らせる	0.9350352383295478
磨く	進める	0.7936194256549439
行う	建てる	0.7310987264037644
登る	はう	1.0790218681831174
ふりをする	繰り返す	0.9471826746871669
おろす	持ち上げる	0.5500779174037664
仕える	属する	1.0143639351904707
旅行する	ズルズル滑る	1.0062245333442765
吊す	広げる	1.073427193715051
寄り添う	助言する	0.9786155177071855
知る	思う	0.7315213601010478
加わる	集まる	0.6045762974127924
送る	取る	1.128992310820614
落ち着かせる	崇拝する	0.8384675859392168
再生利用する	延期する	1.0641995459221008
悩ます	関係を否定する	1.0400905904701276
シャッフルする	ガリガリと噛む	1.048009441285454
憎む	楽しむ	1.5765915148896743
引っ張る	刈る	1.0005359327734993
待つ	ある	0.9065439465413967
行く	押し進む	0.7050034179575123
支配する	管理する	0.5078450032045315
発表する	断る	1.0128143655637705
編む	握る	1.237142775504112
くしゃみをする	もたらす	1.0622603014721335
逮捕する	騙す	1.0476291777072948
勉強する	思い出させる	1.0141908546746703
止まる	とどまる	0.6844122350639027
禁止する	調査する	1.07068727699765
勝る	押し進める	0.9092300833557584
禁止する	管理する	0.7905910634734291
答える	断る	1.0805764812328602
羽ばたく	降ろす	1.036543353740178
再生する	保つ	0.8923401346743305
窒息させる	砕く	0.929443589515922
建てる	持ち上げる	1.016659022338546
教育する	操縦する	0.9760754953308801
狩る	放免する	1.0389012527830257
シャッフルする	いじめる	0.9063387396342487
犯す	し損なう	1.2880364258021808
咳をする	飲む	0.581372425180833
試みる	選ぶ	0.8943314807272098
騙す	放免する	1.1536940216284124
押す	修理する	1.1923762850406798
消す	震える	1.2720149080890037
くしゃみをする	吠える	0.8520419037739024
明らかにする	提案する	0.7552257540690394
配置する	崩壊させる	1.1960318575477307
動かす	下りる	1.3196935818201332
あざ笑う	窒息させる	0.8127265403982051
減らす	ゆるめる	0.8829700359700675
窒息させる	狙う	0.879146884375877
漂白する	休止する	0.8158777319484655
推測する	提案する	0.9077863980416324
広げる	握る	1.036035589273713
到着する	ぶらぶら歩く	0.8462832773132797
合う	つかみ取る	1.2182424136237697
振る	ぬぐう	0.6231968610179783
急ぐ	入る	0.9077284169468649
裸にする	一瞥する	1.066499226625572
答える	議論する	0.9397933566164232
感じる	望む	0.7462857196449526
移植する	押す	1.2788721836577328
虐待する	征服する	0.7250986509940632
気絶する	示す	1.0937431823182977
議論する	ささやく	0.825513270564849
紹介する	答える	0.8780398364126761
すすぐ	スタンプで押す	1.253710832583167
描く	縫う	0.9804899711263004
控える	下げる	0.7846761110427677
狙う	﻿誘拐する	0.6779369423641064
頼む	絶叫する	1.107348281823294
ひっかく	掴む	0.250322415545051
汗をかく	成長する	0.8524185805202963
叱責する	討論する	0.92082278798675
提出する	見つける	1.1926060231637143
主張する	発表する	0.7568948932963306
支払う	仕える	1.0529673992925181
創造する	おろす	1.051859910216182
集める	掛ける	1.1046312871347808
つまずく	急ぐ	1.105945927354021
壊す	叩く	0.7117322453309599
散布する	堕落させる	1.2558745020621116
散布する	圧倒する	1.206017697518248
頼む	放免する	0.9549801348047982
返答する	建てる	1.2112921602877802
異なる	広げる	0.932743852334079
置く	掘る	1.198788163307899
禁止する	降伏する	1.0813610590485303
分析する	綴る	0.8998787335585666
横たえる	舞い上がる	1.3355681788144154
投げる	はねあげる	0.5604632557993052
近づく	倒れる	1.0923099437265538
紹介する	尋ねる	1.1036744982664324
あざ笑う	しくじる	0.9617807364080436
料理する	調合する	0.794333394443559
意見が合わない	挨拶する	1.1929668694017241
横たえる	隠れる	0.8156814541984647
ひっつかむ	作る	1.0511322626347965
憎む	嫌う	0.1608096391547127
散布する	打つ	1.1594827641825036
決定する	合理化する	0.7818889111627175
揚げる	混合する	1.0738820148332093
叩く	ちくりと刺す	0.7155395326288747
崩壊させる	粉砕する	0.6587288679294508
投げる	通り過ぎる	0.7647613263367021
折りたたむ	織る	1.2354050016996727
失望させる	祝う	1.3548685219075929
返答する	要求する	1.229205099254662
砕く	企む	0.9621583589064188
痛む	起きる	1.0302433939498592
走る	出席する	1.1250366598472192
つまむ	煮込む	1.0704452450598871
引き抜く	作る	0.9396464575320735
ごちゃ混ぜにする	楽しむ	1.1170718679596574
やじる	餓死させる	0.817888599073408
登る	訪問する	0.9076009767773684
征服する	利用する	1.343702018766458
壊す	避ける	0.931952326812836
あせる	くすぐる	0.8239897027020893
許さない	祝福する	1.322743153604455
虐待する	ぶつかる	0.7664972774780936
痛む	震える	1.104111135989408
起訴する	評価する	0.9427355734984922
解放する	会う	1.291914826874684
関連づける	定義する	0.6187579514836441
むしゃむしゃ食べる	口笛を吹く	0.8710483073189378
弾む	急ぐ	0.9337461964857672
投げ捨てる	ひっかく	0.7536039837409126
浸す	おろす	0.9385808541682326
消える	腐敗する	0.8532506782709146
怖がらせる	ごちゃ混ぜにする	0.9526203135359631
楽しませる	懇願する	0.9735716276052728
成長する	目を細めて見る	1.1717486957911467
曇らせる	放免する	0.98885922822448
割る	降格する	0.8294115342257602
懇願する	驚かせる	0.8689267727962536
砕く	反逆する	1.1524906778294306
喜ばせる	気にする	0.8656682543337496
キスする	扱う	1.1472185998830078
勝つ	準備する	1.2019677580062194
シャッフルする	傷つける	1.1942643594845794
悪化する	元に戻す	0.9139389657470512
推測する	明らかにする	0.8348087895266628
繋ぐ	参加する	0.879105922484509
ガタガタ鳴る	ノックする	0.8465319752955036
拒む	虐待する	1.022979680671118
ひっつかむ	つまむ	0.23581258604899608
滑る	退却する	1.0251622748372649
赤面する	くつろがせる	0.9848220598344483
汚す	曇らせる	0.8336760175018464
汚す	いじめる	0.6275287838777199
タックルする	さまよう	0.7828386446329698
折りたたむ	縫う	1.1419842738638666
広がる	統合する	1.3927069900821372
捜索する	防護する	0.6658515302870276
抗議する	協力する	1.0995774065004082
再現する	来る	1.1951722946004315
引く	引っぱる	0.1626867147598404
立ちのく	つまずく	1.11551551356675
到着する	追う	0.9129336066270517
難破させる	殴る	1.1468120653042981
否定する	逮捕する	0.7587020247007631
下りる	跳ぶ	1.152844471260033
意見が合わない	止める	0.9056288910243939
操縦する	勝る	1.1943704976551412
思う	憎む	1.0615210907374855
汗をかく	聴く	0.8275755155890516
引っ張る	握る	0.5392922782373293
征服する	働く	0.9378287817264841
加わる	加える	0.2379309573260648
建てる	送る	1.0321632669802119
納得させる	紹介する	1.008810302753488
征服する	傷つける	1.0041945686384803
供給する	交換する	1.0728952028976415
結果になる	賭ける	1.004030569312463
折りたたむ	押す	1.0080178536245872
種をまく	組み立てる	0.7798584916845785
教える	意見が合わない	1.3738258176491949
乗る	さまよう	0.9038184948039315
抑圧する	設計する	0.9046432261929293
無効にする	縮む	1.309841575586157
崇拝する	気にする	0.7987859768547776
綴る	書く	0.10463284805747354
言う	訴える	0.7796078421750731
知る	思い出させる	1.022332184703391
控える	進める	1.016914455460638
頼む	借りる	0.4956819696479523
あくびをする	軽く叩く	1.2199843813123523
返答する	議論する	0.8426820401292238
うたた寝する	軽く叩く	1.0262494919134408
投げつける	圧倒する	1.1251104392941924
待つ	とどまる	0.6400414008448164
勝る	選挙する	0.9290006189205894
導く	つまずく	1.1866770260078765
はう	座る	0.634949879601187
落ち着かせる	当惑させる	1.0984775290505848
憎む	﻿誘拐する	0.9258570850041586
ぬぐう	刈り取る	0.9901723288591358
スタンプで押す	押す	0.7002430772942705
合う	織る	1.012397893705525
打つ	難破させる	1.1576702716368932
心配する	楽しませる	1.0939994417541945
下りる	急ぐ	1.210203159916401
つまずく	踊る	0.7547534502514591
挽く	洗う	0.8093102710900334
指図する	捜索する	1.0999223914123017
試演を見る	いびきをかく	0.9144728961788356
合理化する	数える	0.8487221903107818
弾む	追う	0.7928120826137097
覆う	ひっかく	0.8496069110345376
なだめる	通知する	0.8385131409936143
放免する	難破させる	1.1301772396721568
乱用する	堕落させる	1.050599378758894
満たす	固定する	0.7998886814749734
除去する	解ける	0.8630133817625297
引きずる	かすめる	0.770686907098948
激怒させる	思う	0.9907636547472625
落ち着かせる	非難する	1.224878827616483
仕える	賭けをする	0.901289580613658
説明する	答える	0.7929492890359222
取って代わる	捧げる	0.7759041535139256
無効にする	巻き込む	1.2032374352086999
否定する	避ける	0.720514783290449
握る	裂く	0.8555026498904238
ごちゃ混ぜにする	軽蔑する	1.0466726004119928
急ぐ	跡を追う	1.0784172725122039
発汗する	成長する	0.8598557898260711
登る	揺れる	0.798336476955594
努力する	仮定する	1.022623246725586
追う	ズルズル滑る	1.144614926292305
励ます	抗議する	1.130812498897356
がっかりさせる	嫌う	0.6147572299821032
征服する	組織する	1.0397204939159657
試演を見る	目を細めて見る	0.43547779754733074
昇る	押し進む	1.2862373656293589
犯す	強奪する	0.5564978423941489
征服する	管理する	0.5922709280368408
挽く	こぼす	0.7033770806166064
好きだ	当惑させる	1.1313811306741492
意見が合わない	寄り添う	1.2705266105628352
喜ばせる	治す	0.7790682236225759
ついて行く	予約する	0.7571512694630759
破裂する	難破させる	0.48664989194530944
汚す	奪う	0.8439733223613151
狩る	騙す	0.8765963517147439
偏らせる	餓死させる	1.0767279146131576
無視する	嫌う	0.8537812482998113
横たえる	揺り動かす	1.111383357016291
自白する	説明する	0.7278588961444739
痛む	好む	1.2703497548840204
助ける	頼む	0.7330088322279971
狩る	殴る	0.8379009485303361
示す	汗をかく	1.0432036968138536
吐き出す	吸い込む	0.6324767255013486
ぎらぎら光る	吸い込む	0.9659349086623888
裂く	挽く	1.1026671821961618
騙す	粉砕する	0.8413760762535933
降ろす	跳ぶ	1.2531762411119467
得る	支払う	0.9423031242085076
かぎ針で編む	押す	1.0679686850909842
焼く	煮込む	0.34294932202683365
沸かす	打つ	1.1972910712971012
むしゃむしゃ食べる	パチパチと鳴らす	1.2702303883216362
組み立てる	設計する	0.30801404195367554
犯す	投げつける	0.7698365629139189
ぴしゃりと打つ	ぎらぎら光る	1.04948719922071
所有する	もたらす	0.9801061587504474
下りる	近づく	1.1229378986515102
運転する	刈る	1.2246700180070902
踏む	出発する	1.001412828338516
飲み込む	抱きしめる	1.0676603844854098
踊る	はぐれる	1.1027989965241136
動かす	こそこそ動く	0.4450336982169459
非難する	溺死する	1.0487265931730185
減らす	漂白する	0.9186704833331724
ポンと鳴る	音を立てて飲む	1.1361268110987215
耕す	抱きしめる	1.2273621274583717
広げる	溢れる	0.9867936334320402
承認する	認める	0.32179400024027743
捧げる	必要とする	0.8804915243166263
煮込む	スライスする	1.1635527896905746
数える	意味する	0.9140894733700833
責める	罰する	0.5150350137279407
答える	批評する	0.9387326964410262
襲撃する	襲いかかる	0.48933924327570094
行う	引退する	0.8536088080430786
直す	置く	0.9127147108302921
咳をする	試演を見る	0.8596931295612354
促す	不満を言う	1.2628543102299041
引退する	征服する	1.2918535429235851
滑る	出発する	0.992478762849103
吹く	去る	1.1492865366277922
動く	運ぶ	0.8185818939018453
刈り込む	広がる	1.237677988259082
引きずる	急に引く	0.3080843953640782
止める	借りる	1.2493652248925124
思い出させる	分析する	1.2168148427272196
まねる	受け入れる	1.0549189089433173
投げ捨てる	折りたたむ	1.0487829369447454
押し進める	働く	0.8093014771967904
採用する	制限する	0.9997302437223367
跳ぶ	横たえる	1.138708584802978
消す	すすり泣く	0.9950307305250335
扱う	裸にする	0.8909019138627456
減少する	成長する	1.0734793304633374
痛む	驚かせる	0.9413412504425948
導く	裸にする	1.1951089327658961
折りたたむ	変装する	0.7494972633496843
ためらう	走り書きする	1.14150248688299
望む	びっくりさせる	1.0311974391547694
否定する	餓死させる	0.9904333242181464
つなぐ	数が多い	1.3617685697482982
処理する	支配する	1.046354568579692
購入する	値切る	0.49563204501698627
課す	押し進める	0.9283801670835933
ひっかく	危険にさらす	1.0852486934911816
組み立てる	広げる	1.2140053487516727
騙す	死ぬ	1.1469779755729945
凍る	反射する	0.8189289261832459
散らかす	妨げる	1.100393759443196
押し進める	戦う	1.1478659276202885
起こる	燃える	0.8629588989760816
嘘をつく	餓死する	1.0378812024937427
放棄する	賭けをする	0.8096954731036665
恥をかかせる	楽しませる	1.2474416421640921
降伏する	攻撃する	1.1622789197085073
立つ	旅行する	0.8320664409573659
つかみ取る	抱きしめる	0.6771663608689115
作る	支配する	0.8666570087485672
蹴る	粉砕する	0.8588241909633637
織る	縫う	0.15570495521166552
催眠術をかける	管理する	0.961776851051539
捜索する	競争する	0.9600507340962184
漂う	回す	1.0352704126618917
締める	禁止する	0.6923676302095694
邪魔する	したたる	1.1100876652500877
うなる	言い訳する	0.9204995189254718
発明する	定義する	0.9456707605265385
ぎらぎら光る	成長する	0.88940801391768
保護する	扱う	1.049823141161523
満たす	引き裂く	1.2944666564843177
びしょぬれにする	刈り取る	0.9690246785245918
拒む	軽蔑する	0.8144919612968986
変装する	荷物を降ろす	1.0956472261266381
痛む	くしゃみをする	0.9562104923151657
撃つ	堕落させる	0.9765307648570706
蓄積する	発達させる	0.940279006927408
溶ける	煮込む	0.7197368116789161
建てる	運転する	1.1654968615307482
調合する	浸す	0.9103443916803341
殴る	嘘をつく	0.6890394406379453
飛び込む	滑る	1.0345248787800323
統合する	加わる	0.981674777601144
予測する	信じない	1.2959261857066153
減じる	成る	1.1285371285358152
議論する	命令する	1.0056514353892507
嘆願する	なだめる	1.025558573211647
知覚する	疑う	1.0385188900319497
憎む	ひっかく	0.7705409364521928
向きを変える	揺れる	1.2838056929566821
強奪する	むち打つ	0.9655807955449153
引き抜く	行う	0.7881649613673022
反対する	同意する	1.1577194829357391
びしょぬれにする	握る	1.1360132164996957
約束する	答える	1.0055181049186876
漂う	タックルする	1.1243869905940531
おろす	掘る	1.1296502150468783
引きずる	傾向がある	0.8349929220722628
景気づく	賭ける	0.7878835286124753
はためく	揺れる	0.6130287477970692
犯す	逮捕する	1.2556488558956964
励ます	解放する	1.2273532936092864
憎む	怖がらせる	0.9984186770901492
越える	起訴する	1.2456192374169517
逃げる	投げる	1.0256425609538984
搾る	組み立てる	1.0181413859449686
かぎ針で編む	合う	1.016710648459934
ぬぐう	振りかける	1.0518494044870657
塗りつける	包む	1.0494001851739545
だます	降伏する	1.092152527751087
驚かせる	推測する	1.378357212941743
組織する	制限する	0.7961124891204128
窒息させる	軽蔑する	0.9684227917333973
演説する	納得させる	0.9409991556563502
入る	タックルする	0.8359727659167846
紹介する	なだめる	1.0398900598822476
刈り取る	覆う	1.0777696103778578
入る	退却する	0.9149476143679501
関係を否定する	攻撃する	1.2615367450632782
生産する	成功する	0.8842172117442941
折りたたむ	裂く	0.9109644750796083
踊る	立ちのく	1.1316754487559892
締める	促進する	1.1186992509827722
行く	出発する	0.4901497053787111
命令する	叱る	0.9872633415434992
煙を出す	噴火する	0.5657767714220189
刈り込む	挽く	0.9960716753324008
努力する	忘れる	1.0440026637256912
訪問する	泳ぐ	1.063044898232556
批評する	発明する	1.129222890021161
複製する	包む	1.1002009291535635
ひっつかむ	刈り取る	1.022307792228866
嘘をつく	起訴する	0.9978616165791855
向きを変える	進入する	1.1591701241447
吠える	叫ぶ	0.5767349442573234
気にする	くつろがせる	0.830087746276189
踏む	動かす	0.8570752122193129
引きずる	落ちる	1.2515088817716988
犯す	虐待する	0.6203857712502436
統合する	促進する	0.9187698112038861
作る	避難させる	0.9407437041900748
ジョギングする	踊る	0.6709011643841171
納得させる	表現する	0.7824548175727633
仮定する	読む	0.7627261584503218
横たえる	埋める	0.959712396248353
熟考する	覚えている	0.950725813292103
征服する	登録する	0.9039050594954862
認める	意見が合わない	1.0830358224214558
信じない	意味する	1.3315906603759213
好きだ	悩ませる	1.3037660849313888
制限する	押し進める	0.9679866962622906
残る	流れる	1.4299003883342831
訴える	答える	0.8934883836585565
張る	キスする	1.3245538631969571
耕す	種をまく	0.24538141648373488
散布する	失敗する	1.2414754489319983
すすり泣く	絶叫する	0.9942400827224926
叩き切る	料理する	0.9328154455121831
保つ	貸す	1.1352940257526916
成し遂げる	戦う	0.6334254126896881
面する	貸す	1.1369445325645735
憎む	襲撃する	0.7386488486137924
繰り返す	抗議する	1.0102450737942545
砕く	狩る	0.8869549422671041
かぎ針で編む	印刷する	1.1475060625782985
移す	押し進む	1.2160747411405428
攻撃する	やじる	0.6520489327534422
欲しい	すすり泣く	1.103489773130553
がぶ飲みする	シャッフルする	1.1008540217609548
破裂する	だめにする	0.6865838266415373
請う	会う	0.7290227700591844
賭ける	購入する	1.0708891639240152
治す	許す	1.0102472129994007
頼む	慰める	0.845316509767915
まねる	ガリガリと噛む	0.8796306745652908
漂白する	縫う	0.825671615360065
やじる	あざ笑う	0.33725029984996957
あざ笑う	逮捕する	1.1883904624422317
曲げる	押し上げる	1.0944972140882012
降伏する	砕く	1.3085980977500695
避ける	罰する	0.748570010616461
する	結果になる	0.9743692101615168
拒む	傷つける	1.0130304247530986
叫ぶ	慰める	1.2291915084421123
欲しい	嫌う	1.2611945455645117
排出する	散らす	0.8436736653745206
散布する	刺す	1.2497274908452083
面する	解ける	0.849492248613185
漂白する	再生する	0.9773919658620941
消える	はじく	0.8273880252933916
刈り取る	浸す	1.0183061609686406
発明する	判断する	1.0581376021224218
妨げる	起こる	0.7161399304846279
腐敗する	変わる	1.2085709669976628
集中する	数える	0.9052801898593758
ひざまずく	回す	1.0403027096337123
難破させる	生き残る	1.0357698379545834
引っ込める	退却する	1.0930940210141415
塗る	直す	1.0056395846818966
赤面する	望む	0.9048396320757676
汗をかく	まねる	1.104615636576207
言い訳する	議論する	0.7494563796893143
話す	絶叫する	0.9569533226670967
創造する	握る	1.1078471309470659
しくじる	傷つける	1.173804205498005
くんくんかぐ	すすり泣く	0.6567414233508795
投げる	揺り動かす	0.9874761949899183
ある	消える	1.308245108524682
運ぶ	滑る	0.9795988371938672
近づく	回す	1.0214345654784194
あせる	感じる	0.7122674276300084
揺れる	回す	1.2470747896736494
操縦する	越える	1.2191767151777444
喜ぶ	欲しい	0.6362149049106777
混同する	会う	1.0092585839538257
動かす	弾む	0.803962590479443
再生利用する	抑圧する	1.135639485210033
叫ぶ	訴える	1.1317905402304258
使う	練習する	0.9698762301537734
導く	流れる	1.0066657830880008
ズルズル滑る	巡行する	1.0061087790518397
打ち勝つ	禁じる	1.1583587510616848
指示する	従う	0.7896723695005338
振る	浸す	0.9184598677543734
張る	指図する	1.0347910426826352
逃げる	出発する	1.038644118330408
征服する	選挙する	1.4262974100443024
あせる	起きる	1.0805843508481048
借りる	断る	0.9936939934799832
好きだ	ごちゃ混ぜにする	1.155319975703013
進入する	再現する	1.1667743377098365
検査する	登録する	0.9634306241116513
下げる	破壊する	1.162867872623548
叱る	慰める	1.3278853524886127
混ぜる	混合する	0.29002163547982174
ひったくる	裏切る	0.9140204361059904
軽蔑する	崇拝する	1.4095293471638355
殴る	だます	0.7066801019998453
催眠術をかける	従う	1.0520341088382343
祈る	苦労する	1.0157199907674397
訴える	描写する	1.1212753722252757
呼吸する	ガリガリと噛む	0.6622483680446942
はためく	急ぐ	1.0566253629756313
正当化する	努力する	1.1799798192069
再生する	更新する	0.9348041390297677
絶望する	非難する	0.630881233112959
する	売る	0.9752027001582942
治す	同意する	0.8563970653534737
動く	来る	0.7273777001029308
やじる	励ます	1.3459589432687404
処理する	仕える	0.8232898449620382
崩壊させる	広げる	1.1996649502667227
飛び込む	踏む	1.020481356818854
生産する	訂正する	1.1141221205820306
におう	気絶する	0.9394198172563395
引き抜く	値切る	0.943147238601124
分析する	数える	0.818279708254728
危険にさらす	利用する	1.0878838213884539
管理する	する	0.6255524608888773
聴く	噛む	0.7138400114077674
見る	扱う	1.0633651460414293
喜ばせる	泣く	1.3318673146449904
無視する	侮辱する	0.8070249991250847
粉砕する	圧倒する	1.0949065133904297
押し上げる	向きを変える	0.9933323233768964
仕える	引退する	1.049208074216871
浸食する	減らす	1.1744462061467522
計算する	数える	0.27363041293618856
飛ぶ	タックルする	0.9507967336865835
取って代わる	張る	1.162671128730513
かわす	ついて行く	1.200020917085376
慰める	指図する	1.0361046394524946
揺れる	運ぶ	0.8013027210581376
訴える	自白する	0.9771499947317063
使う	抑圧する	0.9151342620499208
利用する	粉砕する	0.821193438663596
再生する	採用する	0.8410937216891895
成る	拡大する	0.6961765425734322
救う	キスする	1.0734365481672705
投げつける	叩く	0.5166569145900564
言う	断る	1.0312511935039685
揺り動かす	羽ばたく	1.0124839670333678
直す	つかみ取る	0.788706390414292
再現する	下りる	0.8180771686642272
煙を出す	凍る	1.0787738776460682
崩壊させる	加速する	1.139507317247121
面する	許さない	1.151550380873266
漂う	巡行する	1.0542940966597154
ついて行く	揺れる	1.043119358262114
昇る	下りる	1.027649777786281
創造する	注ぐ	1.0180079496528505
打つ	企む	0.9201606780421685
変える	掛ける	1.0742110261612656
裂く	覆う	0.9660048231083614
踊る	旅行する	0.7987395150321543
撃つ	逮捕する	1.194011215027696
数が多い	関連づける	1.3512936764472143
ひっつかむ	捕まえる	0.5884417416806141
さまよう	倒れる	0.7512953219400424
扱う	痛む	1.0370519000544427
ちくりと刺す	防御する	1.041542488087639
納得させる	断る	1.3372193111959616
し損なう	失う	0.9280425889987748
洗う	織る	0.9843936978562339
襲いかかる	打つ	0.7752561234373725
成功する	課す	1.0862566045853757
はぐれる	入る	1.0486190418792583
ズルズル滑る	漂う	0.7485534452433183
繋ぐ	組織する	0.7242640105937751
赤らむ	ガリガリと噛む	0.9602916178818082
倒れる	ひざまずく	0.553304626561701
広がる	崩壊させる	1.2629821399314685
説得する	集中する	1.0984594382021504
去る	降ろす	0.8646619075524267
従事させる	失敗する	1.1332550880712788
ひっかく	壊す	0.7926672863503156
指示する	抑圧する	0.8138091849501207
証明する	思い出す	1.0749706174973421
ある	止まる	1.0536837925711693
攻撃する	ひったくる	0.5549009759012611
広がる	減少する	1.2286845541626281
働く	建てる	0.6786181419018112
曲げる	引き裂く	0.8271483828332291
する	建てる	0.8013154144836782
疑う	知る	1.00768873987527
難破させる	捕まえる	0.9681192899034464
ノックする	ポンと鳴る	0.8537552748237741
